# Excluded records with reason (spec v1.0 section 2)
# run date: 2026-08-24
stage	pmid	doi	year	title	reason	basis
1_no_modality_term	30799182	10.1016/j.jiph.2019.01.067	2019	Atypical influenza A(H1N1)pdm09 strains caused an influenza virus outbreak in Saudi Arabia during the 2009-2011 pandemic season.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12912954	NOT_FOUND	2003	Promoter hypermethylation of high-in-normal 1 gene in primary nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29543569	10.1080/21645515.2018.1452577	2018	Influenza surveillance in Western Turkey in the era of quadrivalent vaccines: A 2003-2016 retrospective analysis.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21614153	10.7150/ijbs.7.607	2011	Immunophenotyping at the time of diagnosis distinguishes two groups of nasopharyngeal carcinoma patients: implications for adoptive immunotherapy.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16494007	NOT_FOUND	2005	[A study of biological characteristic and generation of monocyte-derived dendritic cell from peripheral blood of patients with nasopharyngeal carcinoma].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	10.1101/2020.04.14.20059501	2020	A High Through-put Assay for Circulating Antibodies Directed against the S Protein of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24477877	10.1002/cncr.28564	2014	Evaluation of plasma Epstein-Barr virus DNA load to distinguish nasopharyngeal carcinoma patients from healthy high-risk populations in Southern China.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21332388	10.1089/dna.2010.1140	2011	Lack of association between human leukocyte antigen-E alleles and nasopharyngeal carcinoma in Tunisians.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	17262084	10.1038/sj.bjc.6603580	2007	Increase in circulating Foxp3+CD4+CD25(high) regulatory T cells in nasopharyngeal carcinoma patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24342249	10.1016/j.vaccine.2013.12.003	2014	Serotype distribution and antimicrobial susceptibilities of nasopharyngeal isolates of Streptococcus pneumoniae from healthy children in the 13-valent pneumococ	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28279127	10.1080/07391102.2017.1305295	2018	In silico prediction of drug resistance due to S247R mutation of Influenza H1N1 neuraminidase protein.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29034093	10.1186/s13690-017-0229-1	2017	Sentinel surveillance of influenza-like illness in the Central African Republic, 2010-2015.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25225528	10.12669/pjms.305.5224	2014	Identification of genotypes of Influenza A virus in Malaysia.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	15620138	NOT_FOUND	2004	[Using PCR method to study the EB virus DNA in NPC].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	14761599	NOT_FOUND	2003	[Analysis of Epstein-Barr virus with BamHI "f" variant and XhoI-loss of LMP1 gene in nasopharyngeal carcinoma].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28208721	10.3390/pathogens6010006	2017	Evolution and Divergence of H3N8 Equine Influenza Viruses Circulating in the United Kingdom from 2013 to 2015.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22326975	10.1016/j.cca.2012.01.024	2012	LINE-1 methylation in the peripheral blood mononuclear cells of cancer patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26482616	10.1007/s13277-015-4189-1	2016	Do circulating long non-coding RNAs (lncRNAs) (LincRNA-p21, GAS 5, HOTAIR) predict the treatment response in patients with head and neck cancer treated with che	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24920770	10.1128/jcm.00870-14	2014	Hypertrophic adenoid is a major infection site of human bocavirus 1.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	20661236	10.1038/bmt.2010.161	2011	Graft-vs-tumor effect in patients with advanced nasopharyngeal cancer treated with nonmyeloablative allogeneic PBSC transplantation.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24551167	10.1371/journal.pone.0088813	2014	Vaccine effectiveness against medically attended laboratory-confirmed influenza in Japan, 2011-2012 Season.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21791667	10.1093/infdis/jir340	2011	Reduced memory CD4+ T-cell generation in the circulation of young children may contribute to the otitis-prone condition.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	15907367	10.1016/j.canlet.2005.03.015	2006	Clinical value of Epstein-Barr virus DNA levels in peripheral blood samples of Italian patients with undifferentiated carcinoma of nasopharyngeal type.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27216896	10.1016/j.jviromet.2016.05.014	2016	Reliable quantification of rhinovirus species C using real-time PCR.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16646246	NOT_FOUND	2006	[Anti-nasopharyngeal carcinoma effect in vivo and in vitro of cytotoxicity T lymphocyte induced by Ad5-latent membrane protein 2A].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25198383	NOT_FOUND	2014	Aerodigestive cancers: pharyngeal cancer.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25213622	10.1002/ijc.29206	2015	Circulating Epstein-Barr virus microRNAs miR-BART7 and miR-BART13 as biomarkers for nasopharyngeal carcinoma diagnosis and treatment.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26069966	10.1371/journal.pone.0129199	2015	Reduced IL-17A Secretion Is Associated with High Levels of Pneumococcal Nasopharyngeal Carriage in Fijian Children.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	20529563	NOT_FOUND	2010	Diagnostic value of Epstein-Barr virus capsid antigen-IgA in nasopharyngeal carcinoma: a meta-analysis.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	15257913	NOT_FOUND	2004	[Prognostic value of changes of peripheral blood T cell subsets after thermoradiotherapy for nasopharyngeal carcinoma].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26047100	10.1371/journal.pone.0129369	2015	Characteristics and Their Clinical Relevance of Respiratory Syncytial Virus Types and Genotypes Circulating in Northern Italy in Five Consecutive Winter Seasons	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22030451	10.1016/j.ejca.2011.09.004	2012	To build a prognostic score model containing indispensible tumour markers for metastatic nasopharyngeal carcinoma in an epidemic area.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26920709	10.1007/s12250-016-3714-8	2016	A six-year descriptive epidemiological study of human coronavirus infections in hospitalized patients in Hong Kong.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21678449	10.1002/jmv.22124	2011	Secondary lymphoid tissue as an important site for WU polyomavirus infection in immunocompetent children.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22442292	10.1099/jmm.0.042598-0	2012	Penicillin resistance and serotype distribution of Streptococcus pneumoniae in nasopharyngeal carrier children under 5 years of age in Dar es Salaam, Tanzania.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25461259	10.1016/j.meegid.2014.11.005	2015	Drug susceptibility of influenza A/H3N2 strains co-circulating during 2009 influenza pandemic: first report from Mumbai.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	30453916	10.1186/s12887-018-1332-3	2018	High rate of antibiotic resistance among pneumococci carried by healthy children in the eastern part of the Democratic Republic of the Congo.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12537671	10.1089/108497802320970280	2002	Active immunotherapy with anti-idiotypic antibody for patients with nasopharyngeal carcinoma (NPC).	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	15736452	NOT_FOUND	2004	Comparison of Epstein-Barr virus DNA level in plasma, peripheral blood cell and tumor tissue in nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29401271	10.1093/cid/cix823	2018	Evidence for Cross-species Influenza A Virus Transmission Within Swine Farms, China: A One Health, Prospective Cohort Study.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	8392927	NOT_FOUND	1993	[Change and effect of Epstein Barr virus (EBV) antigen induced T8 cells in nasopharyngeal carcinoma patients and EBV seropositive individuals].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26740322	10.1007/s10096-015-2553-0	2016	Comprehensive real-time epidemiological data from respiratory infections in Finland between 2010 and 2014 obtained from an automated and multianalyte mariPOC® r	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22442973	NOT_FOUND	2012	[Detection of rubella virus RNA in clinical material by real time polymerase chain reaction method].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	18391624	10.1097/cco.0b013e3282fad846	2008	Advances in nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28450902	10.3892/etm.2017.4082	2017	Role of neural barriers in the pathogenesis and outcome of Streptococcus pneumoniae meningitis.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23884633	10.1007/s00705-013-1792-6	2014	Genetic diversity in the G protein gene of group A human respiratory syncytial viruses circulating in Riyadh, Saudi Arabia.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29257982	10.1016/j.jcv.2017.12.005	2018	Diagnostic performances of the Xpert® Flu PCR test and the OSOM® immunochromatographic rapid test for influenza A and B virus among adult patients in the Emerge	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28056887	10.1186/s12885-016-3027-1	2017	Therapeutic vaccine targeting Epstein-Barr virus latent protein, LMP1, suppresses LMP1-expressing tumor growth and metastasis in vivo.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27306333	10.1038/srep27856	2016	Association of RSV-A ON1 genotype with Increased Pediatric Acute Lower Respiratory Tract Infection in Vietnam.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	18593992	10.1158/1078-0432.ccr-08-0182	2008	Persistent aberrations in circulating DNA integrity after radiotherapy are associated with poor prognosis in nasopharyngeal carcinoma patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28600949	10.1016/j.jcv.2017.05.016	2017	Effect of genomic drift of influenza PCR tests.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26469882	10.1038/srep15223	2015	Whole-Genome Sequence Analysis Reveals the Enterovirus D68 Isolates during the United States 2014 Outbreak Mainly Belong to a Novel Clade.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16398048	NOT_FOUND	2005	[CD4+CD25high regulatory cells in peripheral blood of nasopharyngeal carcinoma].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	10453496	NOT_FOUND	1997	[Expression of IL-4 and IL-10 by PBMC and tumor tissues in cancer patients].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27032178	10.11150/kansenshogakuzasshi.90.77	2016	[Successful Treatment of Seasonal Influenza A (H3N2) infection-related Hemophagocytic Lymphocytosis in an Elderly Man].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27129415	10.1016/j.cmi.2016.03.006	2016	Can we control all-cause meningococcal disease in Europe?	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22451514	10.1128/iai.00037-12	2012	Nasopharyngeal colonization elicits antibody responses to staphylococcal and pneumococcal proteins that are not associated with a reduced risk of subsequent car	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23296388	10.1002/jmv.23501	2013	Prevalence of human metapneumovirus in children with acute lower respiratory infection in Changsha, China.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24349245	10.1371/journal.pone.0082280	2013	High nasopharyngeal carriage of non-vaccine serotypes in Western Australian aboriginal people following 10 years of pneumococcal conjugate vaccination.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	17954263	10.1016/j.cancergencyto.2007.05.013	2007	Proline homozygosity in codon 72 of TP53 is a factor of susceptibility to nasopharyngeal carcinoma in Tunisia.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19642930	10.1086/605023	2009	T cell memory response to pneumococcal protein antigens in an area of high pneumococcal carriage and disease.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21229604	10.1002/mc.20689	2011	Role of the MDM2 SNP309 polymorphism in the initiation and early age of onset of nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25745535	10.11604/pamj.2014.19.128.4749	2014	Respiratory syncytial virus genotypes circulating in urban Ghana: February to November 2006.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12112557	10.1002/hed.10102	2002	PCR detection of circulating tumor cells in nasopharyngeal carcinoma patients with distant metastasis: effect of enzyme and sampling.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21560180	10.1002/hed.21557	2011	Multiplexed immunobead-based profiling of cytokine markers for detection of nasopharyngeal carcinoma and prognosis of patient survival.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29153065	10.5578/mb.61820	2017	[Genotypes of rhinoviruses in children and adults patients with acute respiratory tract infections].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	18452630	10.1017/s0022215108002211	2009	Dual silencing of epidermal growth factor and insulin-like growth factor 1 receptors significantly limits growth of nasopharyngeal carcinoma in nude mice.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25329680	10.3109/02770903.2014.974815	2015	The FACT score in predicting pneumococcal antibody levels in asthmatics.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21460512	10.1086/658671	2011	Molecular characteristics of outbreaks of nosocomial infection with influenza A/H3N2 virus variants.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19468283	10.1038/icb.2009.25	2009	Optimization of LMP-specific CTL expansion for potential adoptive immunotherapy in NPC patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21059597	10.1093/jb/mvq128	2011	Demethylation of E-cadherin gene in nasopharyngeal carcinoma could serve as a potential therapeutic strategy.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25482300	10.1016/j.ijrobp.2014.10.005	2015	High-sensitivity C-reactive protein complements plasma Epstein-Barr virus deoxyribonucleic acid prognostication in nasopharyngeal carcinoma: a large-scale retro	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25275464	10.1371/journal.pone.0108481	2014	Immune biomarkers predictive of respiratory viral infection in elderly nursing home residents.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12632081	10.3892/ijo.22.4.869	2003	Differential gene methylation in undifferentiated nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12767073	10.1002/ijc.11162	2003	Evaluation of hypermethylated tumor suppressor genes as tumor markers in mouth and throat rinsing fluid, nasopharyngeal swab and peripheral blood of nasopharyge	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29391051	10.1186/s13063-018-2457-2	2018	Short-course antimicrobial therapy for paediatric respiratory infections (SAFER): study protocol for a randomized controlled trial.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24968671	NOT_FOUND	2014	Surveillance of influenza virus during 2010-2012 in Changsha, China.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	18810669	10.1007/s12032-008-9093-8	2009	Whole-tumor-antigen-pulsed dendritic cells elicit cytotoxic T-cell response against pediatric nasopharyngeal carcinoma in vitro.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21150271	10.4161/hv.6.12.13145	2010	Young-adult carriers of Neisseria meningitidis in Puglia (Italy): will the pattern of circulating meningococci change following the introduction of meningococca	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	NOT_FOUND	2004	An primary study on micronucleated reticulocytes from human peripheral blood as a biodosimeter for radiation	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24988942	10.1016/j.ijid.2014.04.013	2014	Coxsackieviruses in ontario, january 2005 to december 2011.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	20943358	10.1016/j.clon.2010.09.001	2011	Different clinical significance of pre- and post-treatment plasma Epstein-Barr virus DNA load in nasopharyngeal carcinoma treated with radiotherapy.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12171888	NOT_FOUND	2002	Consistent sequence variation of Epstein-Barr virus nuclear antigen 1 in primary tumor and peripheral blood cells of patients with nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28574589	10.1002/jmv.24869	2017	Enterovirus genotypes among patients with severe acute respiratory illness, influenza-like illness, and asymptomatic individuals in South Africa, 2012-2014.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21978670	10.1016/j.arcped.2011.08.028	2011	[Study of nasopharyngeal colonization by Streptococcus pneumoniae and its antibiotics resistance in healthy children less than 2 years of age in the Marrakech r	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29950426	10.1128/jvi.00557-18	2018	Modified Anoikis Assay That Functionally Segregates Epstein-Barr Virus LMP1 Strains into Two Groups.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26313286	10.5578/mb.9742	2015	[Invasive pneumococcal disease in two non-vaccinated pediatric cases: pleural empyema and bacteremia].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24985791	10.1016/j.aller.2014.02.002	2015	Analysis of the local and systemic inflammatory response in hospitalized infants with respiratory syncitial virus bronchiolitis.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16147904	10.1080/07420520500179969	2005	Circadian rhythm in dihydropyrimidine dehydrogenase activity and reduced glutathione content in peripheral blood of nasopharyngeal carcinoma patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	NOT_FOUND	2005	EBV latent membrane protein 1 abundance correlates with patient age but not with metastatic behavior in north African nasopharyngeal carcinomas	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25001458	10.1093/infdis/jiu321	2014	An ahemolytic pneumolysin of Streptococcus pneumoniae manipulates human innate and CD4⁺ T-cell responses and reduces resistance to colonization in mice in a ser	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	32477464	10.18632/oncotarget.27588	2020	Blood-based next-generation sequencing analysis of neuroendocrine neoplasms.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12133300	NOT_FOUND	2002	A clinical trial of active immunotherapy with anti-idiotypic vaccine in nasopharyngeal carcinoma patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24016332	10.1186/1750-9378-8-34	2013	Identification of a novel variant of LMP-1 of EBV in patients with endemic Burkitt lymphoma in western Kenya.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	11177405	10.1089/088922201750063142	2001	Detection and quantification of HIV type 1 RNA in nasopharyngeal washes from HIV-infected subjects.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24714967	10.1590/0074-0276140273	2014	Epidemiological aspects of influenza A related to climatic conditions during and after a pandemic period in the city of Salvador, Northeastern Brazil.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23187316	10.1038/mi.2012.117	2013	Bordetella pertussis infection induces a mucosal IL-17 response and long-lived Th17 and Th1 immune memory cells in nonhuman primates.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	20950422	10.1186/1743-422x-7-271	2010	Extra-cellular release and blood diffusion of BART viral micro-RNAs produced by EBV-infected nasopharyngeal carcinoma cells.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16475518	10.1177/104063870501700610	2005	Equine herpesvirus-4 kinetics in peripheral blood leukocytes and nasopharyngeal secretions in foals using quantitative real-time TaqMan PCR.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	10.21954/ou.ro.0000fea2	1998	Induction of mucosal immune responses in the horse	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	10741009	NOT_FOUND	2000	Detection of circulating tumor cells in venous blood of nasopharyngeal carcinoma patients by nested reverse transcriptase-polymerase chain reaction.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12815895	NOT_FOUND	2003	[The ex vivo expansion of gamma delta T cells from the peripheral blood of patients with nasopharyngeal carcinoma and their cytotoxicity to nasopharyngeal carci	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	20795391	NOT_FOUND	2010	[Rate of identification and characteristic of Streptococcus pneumoniae isolated from carriers and ill children in Khabarovsk region].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12727814	NOT_FOUND	2003	Molecular characterization of circulating EBV DNA in the plasma of nasopharyngeal carcinoma and lymphoma patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
